Symbol,Security Name,Exchange,ETF
BCPC,Balchem Corporation - Common Stock,NASDAQ,N
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
BCS,Barclays PLC Common Stock,NYSE,N
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",NYSE,N
BDC,Belden Inc Common Stock,NYSE,N
BDN,Brandywine Realty Trust Common Stock,NYSE,N
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,N
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,N
BDX,"Becton, Dickinson and Company Common Stock",NYSE,N
BE,Bloom Energy Corporation Class A Common Stock,NYSE,N
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,N
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,N
BEEM,Beam Global - Common Stock,NASDAQ,N
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,N
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,N
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,N
BEN,"Franklin Resources, Inc. Common Stock",NYSE,N
BENF,Beneficient - Class A Common Stock,NASDAQ,N
BETA,"Beta Technologies, Inc. Class A Common Stock",NYSE,N
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,N
BF.A,Brown Forman Inc Class A Common Stock,NYSE,N
BF.B,Brown Forman Inc Class B Common Stock,NYSE,N
BFAM,Bright Horizons Family Solutions Inc. Common Stock,NYSE,N
BFC,Bank First Corporation - Common Stock,NASDAQ,N
BFH,"Bread Financial Holdings, Inc. Common Stock",NYSE,N
BFLY,"Butterfly Network, Inc. Class A Common Stock",NYSE,N
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,N
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,N
BFS,"Saul Centers, Inc. Common Stock",NYSE,N
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,N
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,N
BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,N
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,N
BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,N
BGS,"B&G Foods, Inc. Common Stock",NYSE,N
BGSF,"BGSF, Inc. Common Stock",NYSE,N
BH,Biglari Holdings Inc. Class B Common Stock,NYSE,N
BH.A,Biglari Holdings Inc. Class A Common Stock,NYSE,N
BHC,Bausch Health Companies Inc. Common Stock,NYSE,N
BHE,"Benchmark Electronics, Inc. Common Stock",NYSE,N
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,N
BHR,Braemar Hotels & Resorts Inc. Common Stock,NYSE,N
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,N
BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,N
BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,N
BIIB,Biogen Inc. - Common Stock,NASDAQ,N
BILL,"BILL Holdings, Inc. Common Stock",NYSE,N
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",NYSE,N
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",NYSE,N
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,N
BIRD,"Smartbird, Inc. - Class A Common Stock",NASDAQ,N
BIVI,BioVie Inc. - Common stock,NASDAQ,N
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",NYSE,N
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,N
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,N
BKD,Brookdale Senior Living Inc. Common Stock,NYSE,N
BKE,"Buckle, Inc. (The) Common Stock",NYSE,N
BKH,Black Hills Corporation Common Stock,NYSE,N
BKKT,"Bakkt, Inc. Class A Common Stock",NYSE,N
BKKT.W,"Bakkt, Inc. Warrants to purchase Class A Common Stock, each Warrant entitles a holder to purchase 1/25th of a share of Class A common stock at an exercise price of $287.50 for one share",NYSE,N
BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,N
BKR,Baker Hughes Company - Common Stock,NASDAQ,N
BKSY,BlackSky Technology Inc. Class A Common Stock,NYSE,N
BKSY.W,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",NYSE,N
BKU,"BankUnited, Inc. Common Stock",NYSE,N
BKV,BKV Corporation Common Stock,NYSE,N
BL,"BlackLine, Inc. - Common Stock",NASDAQ,N
BLBD,Blue Bird Corporation - Common Stock,NASDAQ,N
BLDR,"Builders FirstSource, Inc. Common Stock",NYSE,N
BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,N
BLIN,"Bridgeline Digital, Inc. - Common Stock",NASDAQ,N
BLK,"BlackRock, Inc. Common Stock",NYSE,N
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ,N
BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,N
BLMN,"Bloomin' Brands, Inc. - Common Stock",NASDAQ,N
BLND,"Blend Labs, Inc. Class A Common Stock",NYSE,N
BLNE,"Beeline Holdings, Inc. - Common Stock",NASDAQ,N
BLNK,Blink Charging Co. - Common Stock,NASDAQ,N
BLX,"Bladex, Inc. Class E Common Stock",NYSE,N
BLZE,"Backblaze, Inc. - Common Stock",NASDAQ,N
BMBL,Bumble Inc. - common stock,NASDAQ,N
BMEA,"Biomea Fusion, Inc. - Common Stock",NASDAQ,N
BMI,"Badger Meter, Inc. Common Stock",NYSE,N
BMNR,"BitMine Immersion Technologies, Inc. Common Stock",NYSE,N
BMO,Bank Of Montreal Common Stock,NYSE,N
BMRA,"Biomerica, Inc. - Common Stock",NASDAQ,N
BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ,N
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,N
BMY,Bristol-Myers Squibb Company Common Stock,NYSE,N
BNAI,Brand Engagement Network Inc. - Common Stock,NASDAQ,N
BNBX,BNB Plus Corp. - Common Stock,NASDAQ,N
BNC,CEA Industries Inc. - Common Stock,NASDAQ,N
BNED,"Barnes & Noble Education, Inc Common Stock",NYSE,N
BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ,N
BNKK,"Bonk, Inc. - Common Stock",NASDAQ,N
BNL,"Broadstone Net Lease, Inc. Common Stock",NYSE,N
BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ,N
BNY,The Bank of New York Mellon Corporation Common Stock,NYSE,N
BNZI,"Banzai International, Inc. - Class A Common Stock",NASDAQ,N
BOBS,"Bob's Discount Furniture, Inc. Common Stock",NYSE,N
BOC,Boston Omaha Corporation Class A Common Stock,NYSE,N
BODI,"The Beachbody Company, Inc. - Class A Common Stock",NASDAQ,N
BOF,BranchOut Food Inc. - Common Stock,NASDAQ,N
BOH,Bank of Hawaii Corporation Common Stock,NYSE,N
BOKF,BOK Financial Corporation - Common Stock,NASDAQ,N
BOLD,"Boundless Bio, Inc. - Common Stock",NASDAQ,N
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ,N
BOOM,DMC Global Inc. - Common Stock,NASDAQ,N
BOOT,"Boot Barn Holdings, Inc. Common Stock",NYSE,N
BOT,"RoboStrategy, Inc. - Common Stock",NASDAQ,N
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",NASDAQ,N
BOW,Bowhead Specialty Holdings Inc. Common Stock,NYSE,N
BOX,"Box, Inc. Class A Common Stock",NYSE,N
BOXL,Boxlight Corporation - Class A Common Stock,NASDAQ,N
BP,BP p.l.c. Common Stock,NYSE,N
BPOP,"Popular, Inc. - Common Stock",NASDAQ,N
BPRN,"Princeton Bancorp, Inc. - Common Stock",NASDAQ,N
BR,"Broadridge Financial Solutions, Inc. Common Stock",NYSE,N
BRAI,Braiin Limited - Common Stock,NASDAQ,N
BRBR,"BellRing Brands, Inc. Common Stock ",NYSE,N
BRC,Brady Corporation Common Stock,NYSE,N
BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",NASDAQ,N
BRCC,BRC Inc. Class A Common Stock,NYSE,N
BRFH,Barfresh Food Group Inc. - Common Stock,NASDAQ,N
BRID,Bridgford Foods Corporation - Common Stock,NASDAQ,N
BRK.A,Berkshire Hathaway Inc. Common Stock,NYSE,N
BRK.B,Berkshire Hathaway Inc. New Common Stock,NYSE,N
BRKR,Bruker Corporation - Common Stock,NASDAQ,N
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",NASDAQ,N
BRO,"Brown & Brown, Inc. Common Stock",NYSE,N
BROS,Dutch Bros Inc. Class A Common Stock,NYSE,N
BRR,"ProCap Financial, Inc. - Common Stock",NASDAQ,N
BRSP,"BrightSpire Capital, Inc. Class A Common Stock",NYSE,N
BRT,BRT Apartments Corp. (MD) Common Stock,NYSE,N
BRTX,"BioRestorative Therapies, Inc. - Common Stock",NASDAQ,N
BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,N
BRX,Brixmor Property Group Inc. Common Stock,NYSE,N
BRZE,"Braze, Inc. - Class A Common Stock",NASDAQ,N
BSBK,Bogota Financial Corp. - Common Stock,NASDAQ,N
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",NASDAQ,N
BSIN,Big Sky Industrial Inc. - Common Stock,NASDAQ,N
BSRR,Sierra Bancorp - Common Stock,NASDAQ,N
BSVN,Bank7 Corp. - Common stock,NASDAQ,N
BSX,Boston Scientific Corporation Common Stock,NYSE,N
BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ,N
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",NASDAQ,N
BTBD,"BT Brands, Inc. - Common Stock",NASDAQ,N
BTCS,BTCS Inc. - Common Stock,NASDAQ,N
BTGO,"BitGo Holdings, Inc. Class A Common Stock",NYSE,N
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",NYSE,N
BTMD,Biote Corp. - Class A common stock,NASDAQ,N
BTO,John Hancock Financial Opportunities Fund Common Stock,NYSE,N
BTOC,Armlogi Holding Corp. - common stock,NASDAQ,N
BTQ,BTQ Technologies Corp. - Common Stock,NASDAQ,N
BTSG,"BrightSpring Health Services, Inc. - Common Stock",NASDAQ,N
BTU,Peabody Energy Corporation Common Stock ,NYSE,N
BURL,"Burlington Stores, Inc. Common Stock",NYSE,N
BUSE,First Busey Corporation - Common Stock,NASDAQ,N
BV,"BrightView Holdings, Inc. Common Stock",NYSE,N
BVFL,"BV Financial, Inc. - Common Stock",NASDAQ,N
BVS,Bioventus Inc. - Class A Common Stock,NASDAQ,N
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",NYSE,N
BWA,BorgWarner Inc. Common Stock,NYSE,N
BWB,"Bridgewater Bancshares, Inc. - Common Stock",NASDAQ,N
BWEN,"Broadwind, Inc. - Common Stock",NASDAQ,N
BWFG,"Bankwell Financial Group, Inc. - Common Stock",NASDAQ,N
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ,N
BWMN,Bowman Consulting Group Ltd. - Common Stock,NASDAQ,N
BWXT,"BWX Technologies, Inc. Common Stock",NYSE,N
BX,Blackstone Inc. Common Stock,NYSE,N
BXC,Bluelinx Holdings Inc. Common Stock,NYSE,N
BXDC,Blackstone Digital Infrastructure Trust Inc. Common Stock,NYSE,N
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",NYSE,N
BXP,"BXP, Inc. Common Stock",NYSE,N
BY,"Byline Bancorp, Inc. Common Stock",NYSE,N
BYD,Boyd Gaming Corporation Common Stock,NYSE,N
BYFC,Broadway Financial Corporation - Class A Common Stock,NASDAQ,N
BYND,"Beyond Meat, Inc. - Common stock",NASDAQ,N
BYRN,"Byrna Technologies, Inc. - Common Stock",NASDAQ,N
BZAI,"Blaize Holdings, Inc. - Common Stock",NASDAQ,N
BZFD,"BuzzFeed, Inc. - Class A Common Stock",NASDAQ,N
BZH,"Beazer Homes USA, Inc. Common Stock",NYSE,N
C,"Citigroup, Inc. Common Stock",NYSE,N
CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,N
CABO,"Cable One, Inc. Common Stock",NYSE,N
CABR,"Caring Brands, Inc. - Common Stock",NASDAQ,N
CAC,Camden National Corporation - Common Stock,NASDAQ,N
CACC,Credit Acceptance Corporation - Common Stock,NASDAQ,N
CACI,"CACI International, Inc. Class A Common Stock",NYSE,N
CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,N
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,NYSE,N
CAG,"ConAgra Brands, Inc. Common Stock",NYSE,N
CAH,"Cardinal Health, Inc. Common Stock",NYSE,N
CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,N
CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ,N
CAL,"Caleres, Inc. Common Stock",NYSE,N
CALC,"CalciMedica, Inc. - Common Stock",NASDAQ,N
CALM,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ,N
CALX,"Calix, Inc Common Stock",NYSE,N
CALY,Callaway Golf Company Common Stock,NYSE,N
CAMP,CAMP4 Therapeutics Corporation - Common Stock,NASDAQ,N
CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,N
CAPS,Capstone Holding Corp. - Common Stock,NASDAQ,N
CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ,N
CARE,"Carter Bankshares, Inc. - Common Stock",NASDAQ,N
CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ,N
CARL,"Carlsmed, Inc. - Common Stock",NASDAQ,N
CARR,Carrier Global Corporation Common Stock ,NYSE,N
CARS,Cars.com Inc. Common Stock ,NYSE,N
CART,Maplebear Inc. - Common Stock,NASDAQ,N
CASH,"Pathward Financial, Inc. - Common Stock",NASDAQ,N
CASS,"Cass Information Systems, Inc - Common Stock",NASDAQ,N
CAST,"FreeCast, Inc. - Class A common stock",NASDAQ,N
CASY,"Caseys General Stores, Inc. - Common Stock",NASDAQ,N
CAT,"Caterpillar, Inc. Common Stock",NYSE,N
CATO,Cato Corporation (The) Class A Common Stock,NYSE,N
CATY,Cathay General Bancorp - Common Stock,NASDAQ,N
CAVA,"CAVA Group, Inc. Common Stock",NYSE,N
CB,Chubb Limited  Common Stock,NYSE,N
CBAN,"Colony Bankcorp, Inc. Common Stock",NYSE,N
CBC,"Central Bancompany, Inc. - Class A Common Stock",NASDAQ,N
CBFV,"CB Financial Services, Inc. - Common Stock",NASDAQ,N
CBIO,"Crescent Biopharma, Inc. - Common Stock",NASDAQ,N
CBK,"Commercial Bancgroup, Inc. - Common Stock",NASDAQ,N
CBL,"CBL & Associates Properties, Inc. Common Stock",NYSE,N
CBLL,"CeriBell, Inc. - Common Stock",NASDAQ,N
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",NYSE,N
CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ,N
CBRE,CBRE Group Inc Common Stock Class A,NYSE,N
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ,N
CBRS,Cerebras Systems Inc. - Class A Common Stock,NASDAQ,N
CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ,N
CBT,Cabot Corporation Common Stock,NYSE,N
CBU,"Community Financial System, Inc. Common Stock",NYSE,N
CBUS,"Cibus, Inc. - Class A Common Stock",NASDAQ,N
CBZ,"CBIZ, Inc. Common Stock",NYSE,N
CC,Chemours Company (The) Common Stock,NYSE,N
CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ,N
CCB,Coastal Financial Corporation - Common Stock,NASDAQ,N
CCBG,Capital City Bank Group - Common Stock,NASDAQ,N
CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,N
CCCC,"C4 Therapeutics, Inc. - Common Stock",NASDAQ,N
CCI,Crown Castle Inc. Common Stock,NYSE,N
CCJ,Cameco Corporation Common Stock,NYSE,N
CCLD,"CareCloud, Inc. - Common Stock",NASDAQ,N
CCNE,CNB Financial Corporation - Common Stock,NASDAQ,N
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",NYSE,N
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ,N
CCRN,"Cross Country Healthcare, Inc. - Common Stock",NASDAQ,N
CCS,"Century Communities, Inc. Common Stock",NYSE,N
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",NASDAQ,N
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",NYSE,N
CDE,"Coeur Mining, Inc. Common Stock",NYSE,N
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,NASDAQ,N
CDLX,"Cardlytics, Inc. - Common Stock",NASDAQ,N
CDNA,"CareDx, Inc. - Common Stock",NASDAQ,N
CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,NASDAQ,N
CDNS,"Cadence Design Systems, Inc. - Common Stock",NASDAQ,N
CDRE,"Cadre Holdings, Inc. Common Stock",NYSE,N
CDT,CDT Equity Inc. - Common Stock,NASDAQ,N
CDW,CDW Corporation - Common Stock,NASDAQ,N
CDXS,"Codexis, Inc. - Common Stock",NASDAQ,N
CDZI,"Cadiz, Inc. - Common Stock",NASDAQ,N
CE,Celanese Corporation Common Stock,NYSE,N
CECO,CECO Environmental Corp. - Common Stock,NASDAQ,N
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",NYSE,N
CEG,Constellation Energy Corporation - Common Stock When-Issued,NASDAQ,N
CELC,Celcuity Inc. - Common Stock,NASDAQ,N
CELH,"Celsius Holdings, Inc. - Common Stock",NASDAQ,N
CELU,Celularity Inc. - Class A Common Stock,NASDAQ,N
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",NASDAQ,N
CENN,Cenntro Inc. - Common Stock,NASDAQ,N
CENT,Central Garden & Pet Company - Common Stock,NASDAQ,N
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,NASDAQ,N
CENX,Century Aluminum Company - Common Stock,NASDAQ,N
CERS,Cerus Corporation - Common Stock,NASDAQ,N
CERT,"Certara, Inc. - Common Stock",NASDAQ,N
CETX,Cemtrex Inc. - Common Stock,NASDAQ,N
CETY,"Clean Energy Technologies, Inc. - Common Stock",NASDAQ,N
CEVA,"CEVA, Inc. - Common Stock",NASDAQ,N
CF,"CF Industries Holdings, Inc. Common Stock",NYSE,N
CFBK,CF Bankshares Inc. - Common Stock,NASDAQ,N
CFFI,C&F Financial Corporation - Common Stock,NASDAQ,N
CFFN,"Capitol Federal Financial, Inc. - Common Stock",NASDAQ,N
CFG,"Citizens Financial Group, Inc. Common Stock",NYSE,N
CFND,C1 Fund Inc. Common Stock,NYSE,N
CFR,"Cullen/Frost Bankers, Inc. Common Stock",NYSE,N
CG,The Carlyle Group Inc. - Common Stock,NASDAQ,N
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",NASDAQ,N
CGNX,Cognex Corporation - Common Stock,NASDAQ,N
CGON,"CG Oncology, Inc. - Common stock",NASDAQ,N
CGTX,"Cognition Therapeutics, Inc. - Common Stock",NASDAQ,N
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",NASDAQ,N
CHCO,City Holding Company - Common Stock,NASDAQ,N
CHCT,Community Healthcare Trust Incorporated Common Stock,NYSE,N
CHD,"Church & Dwight Company, Inc. Common Stock",NYSE,N
CHDN,"Churchill Downs, Incorporated - Common Stock",NASDAQ,N
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ,N
CHGG,"Chegg, Inc. Common Stock",NYSE,N
CHH,"Choice Hotels International, Inc. Common Stock",NYSE,N
CHMG,Chemung Financial Corp  - Common Stock,NASDAQ,N
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,NYSE,N
CHPT,"ChargePoint Holdings, Inc. Common Stock",NYSE,N
CHRD,Chord Energy Corporation - Common Stock,NASDAQ,N
CHRN,ChronoScale Holdings Corporation - Common Stock,NASDAQ,N
CHRS,"Coherus Oncology, Inc. - Common Stock",NASDAQ,N
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",NASDAQ,N
CHTR,"Charter Communications, Inc. - Class A Common Stock",NASDAQ,N
CHWY,"Chewy, Inc. Class A Common Stock",NYSE,N
CHYM,"Chime Financial, Inc. - Class A Common Stock",NASDAQ,N
CI,The Cigna Group Common Stock,NYSE,N
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",NYSE,N
CIEN,Ciena Corporation Common Stock,NYSE,N
CIFR,Cipher Digital Inc. - Common Stock,NASDAQ,N
CII,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock",NYSE,N
CIIT,"Tianci International, Inc. - Common Stock",NASDAQ,N
CIM,Chimera Investment Corporation Common Stock,NYSE,N
CINF,Cincinnati Financial Corporation - Common Stock,NASDAQ,N
CING,Cingulate Inc. - Common Stock,NASDAQ,N
CION,CION Investment Corporation Common Stock,NYSE,N
CIRC,"Circle8 Group, Inc. - Common Stock",NASDAQ,N
CISO,"CISO Global, Inc. - Common Stock",NASDAQ,N
CISS,C3is Inc. - Common Stock,NASDAQ,N
CIVB,"Civista Bancshares, Inc.  - Common Stock",NASDAQ,N
CJMB,Callan JMB Inc. - Common Stock,NASDAQ,N
CL,Colgate-Palmolive Company Common Stock,NYSE,N
CLAR,Clarus Corporation - Common Stock,NASDAQ,N
CLB,Core Laboratories Inc. Common Stock,NYSE,N
CLBK,"Columbia Financial, Inc. - Common Stock",NASDAQ,N
CLDX,"Celldex Therapeutics, Inc. - Common Stock",NASDAQ,N
CLF,Cleveland-Cliffs Inc. Common Stock,NYSE,N
CLFD,"Clearfield, Inc. - Common Stock",NASDAQ,N
CLH,"Clean Harbors, Inc. Common Stock",NYSE,N
CLIR,ClearSign Technologies Corporation - Common Stock,NASDAQ,N
CLMB,"Climb Global Solutions, Inc. - Common Stock",NASDAQ,N
CLMT,"Calumet, Inc - Common Stock",NASDAQ,N
CLNE,Clean Energy Fuels Corp. - Common Stock,NASDAQ,N
CLNN,Clene Inc. - Common Stock,NASDAQ,N
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",NASDAQ,N
CLPR,Clipper Realty Inc. Common Stock,NYSE,N
CLPS,CLPS Incorporation - Common Stock,NASDAQ,N
CLPT,ClearPoint Neuro Inc. - Common Stock,NASDAQ,N
CLRB,"Cellectar Biosciences, Inc. - Common Stock",NASDAQ,N
CLRO,"ClearOne, Inc. - Common Stock",NASDAQ,N
CLS,"Celestica, Inc. Common Stock",NYSE,N
CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ,N
CLST,"Catalyst Bancorp, Inc. - common stock",NASDAQ,N
CLW,Clearwater Paper Corporation Common Stock,NYSE,N
CLX,Clorox Company (The) Common Stock,NYSE,N
CLYM,"Climb Bio, Inc. - Common Stock",NASDAQ,N
CM,Canadian Imperial Bank of Commerce Common Stock,NYSE,N
CMC,Commercial Metals Company Common Stock,NYSE,N
CMCO,Columbus McKinnon Corporation - Common Stock,NASDAQ,N
CMCSA,Comcast Corporation - Class A Common Stock,NASDAQ,N
CMCT,Creative Media  - Common Stock,NASDAQ,N
CMDB,Costamare Bulkers Holdings Limited Common Stock,NYSE,N
CME,CME Group Inc. - Class A Common Stock,NASDAQ,N
CMG,"Chipotle Mexican Grill, Inc. Common Stock",NYSE,N
CMI,Cummins Inc. Common Stock,NYSE,N
CMP,Compass Minerals Intl Inc Common Stock,NYSE,N
CMPX,"Compass Therapeutics, Inc. - Common Stock",NASDAQ,N
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",NASDAQ,N
CMRE,Costamare Inc. Common Stock $0.0001 par value,NYSE,N
CMS,CMS Energy Corporation Common Stock,NYSE,N
CMTG,"Claros Mortgage Trust, Inc. Common Stock",NYSE,N
CMTL,Comtech Telecommunications Corp. - Common Stock,NASDAQ,N
CMTV,Community Bancorp.  - Common stock,NASDAQ,N
CNA,CNA Financial Corporation Common Stock,NYSE,N
CNC,Centene Corporation Common Stock,NYSE,N
CNDT,Conduent Incorporated - Common Stock,NASDAQ,N
CNET,ZW Data Action Technologies Inc. - Common Stock,NASDAQ,N
CNI,Canadian National Railway Company Common Stock,NYSE,N
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",NYSE,N
CNM,"Core & Main, Inc. Class A Common Stock",NYSE,N
CNMD,CONMED Corporation Common Stock,NYSE,N
CNNE,"Cannae Holdings, Inc. Common Stock",NYSE,N
CNO,"CNO Financial Group, Inc. Common Stock",NYSE,N
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",NASDAQ,N
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",NYSE,N
CNQ,Canadian Natural Resources Limited Common Stock,NYSE,N
CNR,"Core Natural Resources, Inc. Common Stock",NYSE,N
CNS,Cohen & Steers Inc Common Stock,NYSE,N
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
CNTN,"Canton Strategic Holdings, Inc. - Common Stock",NASDAQ,N
CNTX,Context Therapeutics Inc. - Common Stock,NASDAQ,N
CNTY,"Century Casinos, Inc. - Common Stock",NASDAQ,N
CNVS,Cineverse Corp. - Class A Common Stock,NASDAQ,N
CNX,CNX Resources Corporation Common Stock,NYSE,N
CNXC,Concentrix Corporation - Common Stock,NASDAQ,N
CNXN,"PC Connection, Inc. - Common Stock",NASDAQ,N
CNXU,Conexeu Sciences Inc. - Common Stock,NASDAQ,N
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",NASDAQ,N
COCH,"Envoy Medical, Inc. - Class A Common Stock",NASDAQ,N
COCO,"The Vita Coco Company, Inc. - Common Stock",NASDAQ,N
COCP,"Cocrystal Pharma, Inc. - Common Stock",NASDAQ,N
CODA,"Coda Octopus Group, Inc. - Common stock",NASDAQ,N
CODX,"Co-Diagnostics, Inc. - Common Stock",NASDAQ,N
COF,Capital One Financial Corporation Common Stock,NYSE,N
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",NASDAQ,N
COGT,"Cogent Biosciences, Inc. - Common Stock",NASDAQ,N
